,id,HighVolatility_HighNoise_lr,HighVolatility_LowNoise_lr,LowVolatility_HighNoise_lr,LowVolatility_LowNoise_lr,HighVolatility_HighNoise_lr_logit,HighVolatility_LowNoise_lr_logit,LowVolatility_HighNoise_lr_logit,LowVolatility_LowNoise_lr_logit,HighVolatility_HighNoise_prec,HighVolatility_LowNoise_prec,LowVolatility_HighNoise_prec,LowVolatility_LowNoise_prec,HighVolatility_HighNoise_prec_log,HighVolatility_LowNoise_prec_log,LowVolatility_HighNoise_prec_log,LowVolatility_LowNoise_prec_log,HighVolatility_HighNoise,HighVolatility_LowNoise,LowVolatility_HighNoise,LowVolatility_LowNoise
0,1,0.8383774341627191,0.8383774341627191,0.8383774341627191,0.8383774341627191,1.646204621424791,1.646204621424791,1.646204621424791,1.646204621424791,0.07353732342887424,0.07353732342887424,0.07353732342887424,0.07353732342887424,-2.6099621998976343,-2.6099621998976343,-2.6099621998976343,-2.6099621998976343,6.082975513505595e-160,6.082975513505595e-160,6.082975513505595e-160,6.082975513505595e-160
1,2,0.7806947535394287,0.7806947535394287,0.7806947535394287,0.7806947535394287,1.2697196540966205,1.2697196540966205,1.2697196540966205,1.2697196540966205,0.06984844822045114,0.06984844822045114,0.06984844822045114,0.06984844822045114,-2.6614274094106793,-2.6614274094106793,-2.6614274094106793,-2.6614274094106793,4.941983268659706e-160,4.941983268659706e-160,4.941983268659706e-160,4.941983268659706e-160
